"(7, 5, 3)"
"(6, 5, 2)"
"(11, 11, 3)"
"(5, 3, 7)"
"(6, 2, 2)"
"(12, 11, 6)"
"(8, 4, 4)"
"(6, 3, 3)"
"(8, 4, 3)"
"(7, 2, 4)"
"(11, 11, 4)"
